Program,Course_Code,Total_no_of_Cheld,Total_absences,first_term,mid_term,final,Total_grade
BSAg,AGR 241,52,4,A,B+,A,A
BSAg,AGR 241,52,7,A,A,A,B+
BSAg,AGR 241,52,0,B+,A,A,B-
BSAg,AGR 241,52,18,B-,A,B,A
BSAg,AGR 241,52,0,A,A,A,B+
BSAg,AGR 241,52,1,B-,B+,B+,B+
BSAg,AGR 241,52,0,B+,A,A,B
BSAg,AGR 241,52,3,B-,B+,B,B-
BSAg,AGR 241,52,2,B+,C,B,B-
BSAg,AGR 241,52,2,B,B+,B,B-
BSAg,AGR 241,52,2,B+,A,B+,B-
BSAg,AGR 241,52,2,B-,B-,B,B
BSAg,AGR 241,52,1,B,B-,A,B+
BSAg,AGR 241,52,1,B,B,B,B
BSAg,AGR 241,52,8,B+,B+,B,B-
BSAg,AGR 241,52,5,A,B+,B+,B-
BSAg,AGR 241,52,0,B,C+,B,B
BSAg,AGR 241,52,14,B+,B,B,B-
BSAg,AGR 241,52,2,B+,C,B,C+
BSAg,AGR 241,52,3,A,A,A,B
BSAg,AGR 241,52,1,B,C-,B,B-
BSAg,AGR 241,52,1,B-,A,B+,B+
BSAg,AGR 241,52,4,B+,A,A,B
BSAg,AGR 241,52,0,B+,B+,A,B
BSAg,AGR 241,52,2,B,B+,B+,B
BSAg,AGR 241,52,0,A,B+,A,B
BSAg,AGR 241,52,3,B,B,A,B+
BSAg,AGR 241,52,3,B,A,A,B-
BSAg,AGR 241,52,0,B+,C+,B+,B
BSAg,AGR 241,52,2,B-,B-,B,B-
BSAg,AGR 241,52,8,B,B-,B-,B-
BSAg,AGR 241,52,2,B-,B+,B,B-
BSAG,AGR 241,52,0,B,B-,B,B
BSAg,AGR 241,52,2,B,B+,B+,B
BSAg,AGR 241,52,4,B-,B,B,B
BSAg,AGR 241,52,8,B+,B,B,B-
BSAg,AGR 241,52,2,B+,A,B+,B-
BSAg,AGR 241,52,14,B+,B-,B,B-
BSAg,AGR 241,52,0,B,B+,B+,B-
BSAg,AGR 241,52,11,B-,C,B-,B-
BSAg,AGR 241,52,9,B,B,B,B-
BSAg,AGR 241,52,6,B-,B+,B,B
BSAg,AGR 241,52,17,B+,D+,B-,B
BSAg,AGR 241,52,2,B-,A,B,B-
BSAg,AGR 241,52,6,B-,B-,B,B
BSAg,AGR 241,52,0,B+,B+,A,B
BSAg,AGR 241,52,4,B-,B,B,B
BSAg,AGR 241,52,3,B-,B-,B-,B-
BSAg,AGR 241,52,1,B,B-,B,B-
BSAg,AGR 241,52,8,A,C+,B,B
BSAg,AGR 241,52,5,B+,B-,B,B
BSAg,AGR 241,48,2,B+,B-,B+,B+
BSAg,AGR 241,48,2,B,B+,B+,B
BSAg,AGR 241,48,5,A,C+,B+,B
BSAg,AGR 241,48,0,B,B-,B,B-
BSAg,AGR 241,48,12,B,B,B,B
BSAg,AGR 241,48,2,B,B+,B+,B-
BSAg,AGR 241,48,5,B+,A,A,B-
BSAg,AGR 241,48,1,B+,A,A,B
BSAg,AGR 241,48,2,A,B+,A,B-
BSAg,AGR 241,48,0,B,B-,B,B-
BSAg,AGR 241,48,10,B,B+,B,B-
BSAg,AGR 241,48,1,A,B-,A,A
BSAg,AGR 241,48,4,B,B+,B,C+
BSAg,AGR 241,48,2,A,A,A,B+
BSAg,AGR 241,48,2,B,C+,B,B
BSAg,AGR 241,48,1,B,B,B+,B
BSAg,AGR 241,48,1,B+,C+,B,B-
BSAg,AGR 241,48,12,B,B-,B,B
BSAg,AGR 241,48,9,C,A,B,B-
BSAg,AGR 241,48,13,B-,B,B,B
BSAg,AGR 241,48,11,B,C+,B-,B-
BSAg,AGR 241,48,5,B,B-,B,B-
BSAg,AGR 241,48,4,B+,B-,B,B
BSAg,AGR 241,48,7,B+,B-,B,C+
BSAg,AGR 241,48,2,A,B,A,B+
BSAg,AGR 241,48,25,B-,B,B-,C+
BSAg,AGR 241,48,4,B+,B,A,A
BSAg,AGR 241,48,3,B,B-,B-,C
BSAg,AGR 241,48,5,B,B+,A,B+
BSAg,AGR 241,48,0,B+,C+,B,B-
BSAg,AGR 241,48,0,A,B,A,B+
BSAg,AGR 241,48,6,B+,B-,B,B-
BSAg,AGR 241,48,3,B,B+,B+,B
BSAg,AGR 241,48,8,B-,C,B,B
BSAg,AGR 241,48,9,B,C-,B-,C
BSAg,AGR 241,48,1,B+,C+,B,B
BSAG,AGR 241,48,7,B-,C-,B-,C+
BSAg,AGR 241,48,10,C,B-,B-,B-
BSAg,AGR 241,48,16,B,C+,B,B
BSAg,AGR 241,48,18,B-,B+,B-,C+
BSAg,AGR 241,48,17,B+,C+,B,B
BSAg,AGR 301,44,4,B,A,B+,A
BSAg,AGR 301,44,0,B+,A,A,B+
BSAg,AGR 301,44,0,B+,B,A,A
BSAg,AGR 301,44,1,B,B+,B+,B+
BSAg,AGR 301,44,0,B,A,B+,B+
BSAg,AGR 301,44,0,B,B+,B+,A
BSAg,AGR 301,44,0,A,A,A,A
BSAg,AGR 301,44,0,B+,A,A,A
BSAg,AGR 301,44,0,B-,B,B+,B+
BSAG,AGR 301,44,0,A,A,A,A
BSAg,AGR 301,44,1,B+,A,A,B+
BSAg,AGR 301,44,0,B+,A,A,B+
BSAg,AGR 301,44,1,B,B+,B+,A
BSAg,AGR 301,44,2,B,B,B,B+
BSAg,AGR 301,44,0,B+,A,A,A
BSAg,AGR 301,44,4,B+,A,B+,B+
BSAg,AGR 301,44,1,B+,B+,A,A
BSAg,AGR 301,44,1,A,A,A,A
BSAg,AGR 301,44,0,A,A,A,A
BSAg,AGR 301,44,13,A,B+,A,A
BSAg,AGR 301,44,0,B+,B+,A,A
BSAg,AGR 301,44,2,B,B,B+,A
BSAg,AGR 301,44,0,A,A,A,B+
BSAg,AGR 301,44,5,B+,A,B+,B+
BSAg,AGR 301,44,4,A,A,A,A
BSAg,AGR 301,44,1,B+,A,A,A
BSAg,AGR 301,44,2,A,A,A,B+
BSAg,AGR 301,44,0,B+,B+,B+,B+
BSAg,AGR 301,44,0,B+,B+,A,A
BSAg,AGR 301,44,5,A,A,A,A
BSAG,AGR 301,44,8,B+,B,B,B
BSAg,AGR 301,44,8,F,C-,C-,C
BSAg,AGR 301,44,3,B+,A,A,A
BSAg,AGR 301,44,0,B,A,B+,B
BSAg,AGR 321,32,4,C,A,C+,C-
BSAg,AGR 321,32,0,B,A,B+,C-
BSAg,AGR 321,32,0,B,A,B,C+
BSAg,AGR 321,32,0,B,B-,B-,C-
BSAg,AGR 321,32,2,B,A,B,D
BSAg,AGR 321,32,0,B,A,B,C+
BSAg,AGR 321,32,1,A,A,A,B-
BSAg,AGR 321,32,1,B-,A,B,D
BSAg,AGR 321,32,0,B-,B,B,C-
BSAg,AGR 321,32,0,B,A,B,C-
BSAg,AGR 321,32,0,C,C,C+,B
BSAg,AGR 321,32,0,B,A,B,B-
BSAG,AGR 321,32,0,A,A,B+,C-
BSAg,AGR 321,32,1,C,A,B-,C
BSAg,AGR 321,32,8,C,D,C,F
BSAg,AGR 321,32,4,C,A,C+,D+
BSAg,AGR 321,32,5,C,A,B-,C
BSAg,AGR 321,32,0,B,A,B-,C-
BSAg,AGR 321,32,9,B-,A,B-,B-
BSAg,AGR 321,32,1,A,A,B-,D
BSAg,AGR 321,32,0,A,A,A,B+
BSAg,AGR 321,32,2,B,B-,B,B-
BSAg,AGR 321,32,5,C,A,C+,D
BSAg,AGR 321,32,2,C,A,C,D
BSAg,AGR 321,32,2,B-,A,B,D+
BSAg,AGR 321,32,2,B-,B,C+,D
BSAg,AGR 321,32,3,C+,B,B-,C+
BSAg,AGR 321,32,1,B-,A,B-,D
BSAg,AGR 321,32,3,C,A,B-,F
BSAg,AGR 321,32,3,B-,A,B-,C+
BSAG,AGR 321,32,4,C+,B-,B-,C-
BSAg,AGR 321,32,9,B-,C-,B,B+
BSAg,AGR 322,,,,,,A
BSAg,AGR 322,12,0,B-,B-,B-,A
BSEEE,MEC 231,40,4,B-,C-,B-,C
BSAg,AGR 351,50,0,A,A,A,A
BSAg,AGR 351,50,2,A,A,A,A
BSAg,AGR 351,50,0,A,A,A,B+
BSAg,AGR 351,50,0,A,A,A,A
BSAg,AGR 351,50,6,A,A,A,B+
BSAg,AGR 351,50,6,A,A,A,A
BSAg,AGR 351,50,0,A,A,A,A
BSAg,AGR 351,50,2,B,A,B,B
BSAg,AGR 351,50,5,B,A,B,B
BSAg,AGR 351,50,10,B,A,B,B-
BSAg,AGR 351,50,6,B+,A,A,A
BSAg,AGR 351,50,2,A,A,A,A
BSAg,AGR 351,50,2,A,A,A,B+
BSAg,AGR 351,50,0,A,A,A,B+
BSAg,AGR 351,50,13,B-,A,B-,B-
BSAg,AGR 351,50,1,A,A,A,A
BSAg,AGR 351,50,0,B-,A,B+,B
BSAg,AGR 351,50,1,A,A,A,B+
BSAg,AGR 351,50,9,B-,B-,B-,B
BSAg,AGR 351,50,15,B,B,B,B+
BSAg,AGR 351,50,4,B-,B,B-,B-
BSAg,AGR 351,50,4,A,A,B,B-
BSAg,AGR 351,50,0,B+,A,B+,B
BSAg,AGR 351,50,1,B-,B,B,B
BSAg,AGR 351,50,5,A,A,A,B-
BSAg,AGR 351,50,10,B-,A,B,B-
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,B
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,B
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,B
BSAg,AGR 352,,,,,,B
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,A
BSAg,AGR 352,,,,,,B
BSAg,AGR 352,,,,,,B
BSAg,AGR 371,45,3,B-,B-,B,C-
BSAg,AGR 371,45,0,A,C,A,A
BSAg,AGR 371,45,0,B-,B+,B,B
BSAg,AGR 371,45,0,C-,B,B,B-
BSAg,AGR 371,45,0,B,A,B+,C-
BSAg,AGR 371,45,2,C-,D+,C-,F
BSAg,AGR 371,45,1,A,B,A,B
BSAg,AGR 371,45,0,B+,A,A,A
BSAg,AGR 371,45,0,B,A,A,B-
BSAg,AGR 371,45,0,C,A,A,A
BSAg,AGR 371,45,0,C+,B,B,B-
BSAg,AGR 371,45,0,B-,A,A,B-
BSAG,AGR 371,45,0,B+,A,A,B-
BSAg,AGR 371,45,0,C-,C,C,D+
BSAg,AGR 371,45,0,C-,C+,B-,B
BSAg,AGR 371,45,0,C,B+,B-,C
BSAg,AGR 371,45,1,C+,C+,B-,C-
BSAg,AGR 371,45,0,C,B+,B-,C-
BSAg,AGR 371,45,0,B+,B+,A,B+
BSAg,AGR 371,45,6,C+,B-,B-,C+
BSAg,AGR 371,45,0,B-,B-,B,C+
BSAg,AGR 371,45,0,B-,B-,B,B-
BSAg,AGR 371,45,2,C+,B+,B+,C+
BSAg,AGR 371,45,2,C-,D+,C+,C-
BSAg,AGR 371,45,1,C+,A,B,C-
BSAg,AGR 371,45,3,B-,B,B,C-
BSAg,AGR 371,45,2,D+,B+,B-,B-
BSAg,AGR 371,45,0,C+,A,A,C
BCSE,EEN 184,,,,,,
BSAg,AGR 371,45,2,C+,A,B+,B-
BSAG,AGR 371,45,5,C-,D,C,D+
BSAg,AGR 371,45,27,C-,C+,C-,C-
BSAg,AGR 371,45,2,C-,B,B-,D+
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,B
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,A
BSAg,AGR 372,,,,,,A
BSAg,AGR 372,,,,,,B
BSAg,AGR 372,,,,,,B-
BSAG,AGR 372,,,,,,B
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,B
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,B-
BSAg,AGR 372,,,,,,A
BSAg,AGR 372,,,,,,B
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C-
BSAg,AGR 372,,,,,,B-
BSAg,AGR 372,,,,,,C-
BSAg,AGR 372,,,,,,C-
BSAG,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,C
BSAg,AGR 372,,,,,,
BSAg,AGR 373,49,11,C+,C-,C,C-
BSAg,AGR 373,49,2,C-,C-,C-,C-
BSAg,AGR 373,49,3,B+,C,B-,C+
BSAg,AGR 373,49,1,B+,B,A,C
BSAg,AGR 373,49,2,C+,C-,C-,D+
BSAg,AGR 373,49,0,B+,C-,B,C-
BSAg,AGR 373,49,10,C-,F,C-,D+
BSAg,AGR 373,49,2,B-,C+,B,B+
BSAg,AGR 373,49,5,C+,F,C-,C-
BSAg,AGR 373,49,4,C-,C-,C,B-
BSAG,AGR 373,49,2,C-,C,B-,B-
BSAg,AGR 373,49,6,C-,D+,C-,C-
BSAg,AGR 373,49,8,C,C-,C-,C-
BSAg,AGR 373,49,9,C,F,C-,C-
BSAg,AGR 373,49,2,B,D,C+,C+
BSAg,AGR 373,49,5,B,C,B+,B-
BSAg,AGR 373,49,2,B-,B-,B,C-
BSAg,AGR 373,49,2,B+,C+,B+,B
BSAg,AGR 373,49,1,B+,C-,B,B+
BSAg,AGR 373,49,18,B-,C-,C-,C-
BSAg,AGR 373,49,5,B-,C,C+,C-
BSAg,AGR 373,49,9,C-,C-,C-,C-
BSAg,AGR 373,49,19,D+,B-,C+,C+
BSAg,AGR 373,49,9,B-,C+,C+,C-
BSAg,AGR 373,49,6,C,D,C,C-
BSAg,AGR 373,49,5,C-,C+,C+,C+
BSAg,AGR 373,49,6,B-,C,B,C
BSAg,AGR 373,49,9,C-,B-,C,C
BSAG,AGR 373,49,12,D+,C-,C-,C-
BSAg,AGR 373,49,41,F,F,F,F
BSAg,AGR 373,49,9,D+,D+,C-,B-
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAG,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAG,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 374,,,,,,
BSAg,AGR 381,41,12,A,B+,B+,A
BSAg,AGR 381,41,6,B+,A,B+,B+
BSAg,AGR 381,41,0,A,A,B+,B+
BSAg,AGR 381,41,11,A,A,A,A
BSAg,AGR 381,41,0,A,A,A,A
BSAg,AGR 381,41,2,A,A,A,A
BSAg,AGR 381,41,7,A,A,A,A
BSAg,AGR 381,41,0,A,B+,A,A
BSAg,AGR 381,41,8,B,B+,B+,B+
BSAg,AGR 381,41,0,A,A,A,A
BSAg,AGR 381,41,0,A,A,A,A
BSAg,AGR 381,41,8,A,B+,A,A
BSAg,AGR 381,41,0,B+,A,A,A
BSAg,AGR 381,41,2,A,A,A,A
BSAg,AGR 381,41,8,B,A,B+,A
BSAg,AGR 381,41,1,A,A,B+,A
BSAg,AGR 381,41,1,B+,A,A,B+
BSAg,AGR 381,41,5,A,A,A,A
BSAg,AGR 381,41,1,A,B+,A,A
BSAg,AGR 381,41,3,B+,A,A,B+
BSAG,AGR 381,41,6,A,B+,A,A
BSAg,AGR 381,41,3,A,A,A,A
BSAg,AGR 381,41,1,A,A,A,A
BSAg,AGR 381,41,5,A,B+,A,A
BSAg,AGR 381,41,17,B+,B+,B,B-
BSAg,AGR 381,41,9,B+,B+,B+,B+
BSAg,AGR 381,41,1,A,A,A,A
BSAg,AGR 381,41,9,B,A,B,B+
BSAg,AGR 381,41,2,B+,B+,A,A
BSAg,AGR 381,41,4,A,A,B+,B+
BSAg,AGR 381,41,1,B+,B+,B+,A
BSAg,AGR 381,41,4,A,A,A,A
BSAg,AGR 381,41,2,B+,B+,B+,B+
BSAg,AGR 381,41,6,C+,B-,B,A
BSAg,AGR 381,41,3,B+,B+,B+,A
BSAG,AGR 381,41,3,B+,A,A,A
BSAg,AGR 381,41,12,B,B+,B,A
BSAg,AGR 381,41,9,B-,A,B,B+
BSAg,AGR 381,41,2,A,B+,A,A
BSAG,AGR 381,41,1,A,B+,B+,A
BSAg,AGR 381,41,5,B+,B+,B+,B
BSAg,AGR 381,41,2,B+,A,B+,A
BSAg,AGR 381,41,1,B+,B+,A,B+
BSAg,AGR 381,41,6,A,B+,A,A
BSAg,AGR 381,41,9,A,A,A,B+
BSAg,AGR 381,41,1,B-,A,B+,A
BSAG,AGR 381,41,17,B-,B+,B,B+
BSAg,AGR 381,41,13,B,B+,B+,A
BSAg,AGR 381,41,7,B+,B+,B,B-
BSAg,AGR 381,41,4,A,B+,A,A
BSAG,AGR 381,41,20,B-,B,B,B
BSAg,AGR 381,41,2,A,A,A,A
BSAg,AGR 381,41,13,B,A,B+,B-
BSAG,AGR 381,41,1,A,A,A,A
BSAg,AGR 381,41,0,A,A,A,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,B
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,C+
BSAg,AGR 382,,,,,,B+
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,B
BSAg,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAG,AGR 382,,,,,,A
BSAg,AGR 382,,,,,,A
BSAg,AGR 383,28,0,A,A,A,A
BSAg,AGR 383,28,1,A,B+,A,A
BSAg,AGR 383,28,1,A,A,A,A
BSAG,AGR 383,28,3,A,B,B+,A
BSAg,AGR 383,28,0,A,A,A,A
BSAg,AGR 383,28,4,A,B,B+,B
BSAg,AGR 383,28,1,A,B+,A,A
BSAg,AGR 383,28,0,B+,B,B+,A
BSAg,AGR 383,28,2,B+,B-,B+,B
BSAg,AGR 383,28,1,B,B,B,B
BSAg,AGR 383,28,11,A,B,B,C+
BSAg,AGR 383,28,0,A,A,A,A
BSAg,AGR 383,28,4,A,B+,B+,A
BSAg,AGR 383,28,6,A,B-,B+,B+
BSAg,AGR 383,28,0,A,A,A,A
BSAg,AGR 383,28,0,B,B-,B,B-
BSAg,AGR 383,28,0,A,B,A,B+
BSAg,AGR 383,28,3,B,C-,B,B
BSAg,AGR 383,28,1,A,B+,A,A
BSAg,AGR 383,28,4,B+,B,B,B
BSAg,AGR 383,28,2,A,B+,B+,B+
BSAg,AGR 383,28,2,A,B,A,B
BSAg,AGR 383,28,5,A,B,B+,B
BSAg,AGR 383,28,4,A,B+,A,A
BSAg,AGR 383,28,1,B,C-,B,B
BSAg,AGR 383,28,0,A,C,B,B+
BSAg,AGR 383,28,2,A,B,B+,A
BSAg,AGR 383,28,11,B+,C+,B-,B-
BSAg,AGR 383,28,6,B+,B,B,B
BSAg,AGR 383,28,4,A,B+,B+,B+
BSAg,AGR 383,28,7,A,B-,B+,B+
BSAg,AGR 383,28,10,B+,B+,B,B-
BSAG,AGR 383,28,4,A,C-,B+,A
BSAg,AGR 383,28,3,B+,B-,B+,B+
BSAg,AGR 383,28,8,A,C-,B+,A
BSAg,AGR 384,14,0,B+,B+,A,A
BSAg,AGR 384,14,2,A,A,A,A
BSAg,AGR 384,14,0,B+,B+,A,A
BSAG,AGR 384,,,,,,A
BSAg,AGR 384,14,0,B+,B,B+,A
BSAg,AGR 384,14,0,A,C,B,B+
BSAg,AGR 384,14,0,B,B,A,A
BSAg,AGR 384,14,0,A,B+,A,B+
BSAg,AGR 384,,,,,,B
BSAg,AGR 384,,,,,,B
BSAg,AGR 384,,,,,,B+
BSAg,AGR 384,14,0,B+,B+,A,A
BSAg,AGR 384,14,0,B,B,B+,A
BSAg,AGR 384,14,2,B,C+,B-,B-
BSAg,AGR 384,14,0,B+,A,A,A
BSAg,AGR 384,,,,,,A
BSAg,AGR 384,14,0,B+,B,B+,B+
BSAg,AGR 384,,,,,,B+
BSAg,AGR 384,14,2,B+,A,A,A
BSAg,AGR 384,14,2,A,A,A,A
BSAg,AGR 384,14,0,B+,B-,B,A
BSAg,AGR 384,14,4,B,B-,B,A
BSAg,AGR 384,14,2,B,B-,B,A
BSAg,AGR 384,,,,,,B+
BSAg,AGR 384,14,0,A,A,A,A
BSAg,AGR 384,14,2,B-,C,B-,B+
BSAg,AGR 384,14,0,A,A,A,A
BSAg,AGR 384,14,6,B+,B,B,A
BSAg,AGR 384,,,,,,A
BSAg,AGR 384,14,2,B-,B-,B-,B
BSAg,AGR 384,,,,,,A
BSAg,AGR 384,,,,,,B
BSAG,AGR 384,14,2,B+,C+,B,B+
BSAg,AGR 384,,,,,,B+
BSAG,AGR 391,27,0,A,A,A,A
BSAg,AGR 391,27,1,B,A,B+,B+
BSAg,AGR 391,27,0,A,A,B+,C+
BSAg,AGR 391,27,1,B,A,B,B
BSAG,AGR 391,27,0,A,B+,B+,B-
BSAg,AGR 391,27,1,A,A,B+,C
BSAg,AGR 391,27,5,A,A,A,A
BSAg,AGR 391,27,0,B,A,B-,B-
BSAg,AGR 391,27,0,A,A,A,B+
BSAg,AGR 391,27,1,A,A,A,A
BSAg,AGR 391,27,0,A,A,A,A
BSAg,AGR 391,27,7,B,A,C,C-
BSAg,AGR 391,27,3,B+,A,B+,B
BSAg,AGR 391,27,2,B+,B,B,B
BSAg,AGR 391,27,1,A,A,C+,F
BSAg,AGR 391,27,1,A,A,B,A
BSAg,AGR 391,27,0,A,A,B,C-
BSAg,AGR 391,27,0,B,A,B,B-
BSAg,AGR 391,27,1,B,A,B,C+
BSAg,AGR 391,27,8,B,B,B,B+
BSAG,AGR 391,27,1,B,A,B-,C
BSAg,AGR 391,27,4,A,A,B+,A
BSAg,AGR 391,27,0,A,A,B+,C
BSAg,AGR 391,27,0,A,B,B+,A
BSAg,AGR 391,27,0,A,A,A,A
BSAg,AGR 391,27,0,A,A,A,B
BSAg,AGR 391,27,0,A,A,B+,D
BSAg,AGR 391,27,0,A,B,B+,B-
BSAg,AGR 391,27,2,A,A,B+,C+
BSAg,AGR 391,27,1,B,A,B-,D
BSAg,AGR 391,27,1,A,A,B,C+
BSAg,AGR 391,27,0,A,B,B-,D+
BSAg,AGR 391,27,1,A,A,B,D+
BSAg,AGR 391,27,4,A,A,B-,C-
BSAg,AGR 391,27,0,A,B,B+,A
BSAg,AGR 391,27,2,B-,A,B,C+
BSAg,AGR 391,27,1,B+,B,B,D+
BSAg,AGR 391,27,2,B+,A,B,D+
BSAg,AGR 391,27,0,A,B,B,C
BSAg,AGR 391,27,2,A,A,B-,C+
BSAg,AGR 391,27,0,B,A,A,B-
BSAg,AGR 391,27,0,B-,A,A,B+
BSAg,AGR 391,27,0,B+,A,A,B
BSAg,AGR 391,27,0,A,A,B+,B-
BSAg,AGR 391,27,1,B,A,B-,D+
BSAg,AGR 391,27,5,B,A,B,C+
BSAg,AGR 391,27,1,A,A,A,A
BSAg,AGR 391,27,4,A,A,A,A
BSAg,AGR 391,27,0,B+,A,B-,F
BSAg,AGR 391,27,11,C,A,C-,D
BSAg,AGR 391,27,0,B+,A,B+,C
BSAg,AGR 391,27,1,A,B,B,C
BSAg,AGR 391,27,1,B+,A,B,B
BSAg,AGR 391,27,1,A,A,B+,B
BSAg,AGR 391,27,1,A,A,B+,B-
BSAg,AGR 391,27,6,A,B-,B-,C-
BSAg,AGR 401,26,3,B,B+,A,B+
BSAg,AGR 401,26,3,B,A,B+,B-
BSAg,AGR 401,26,0,B+,B+,B+,B+
BSAg,AGR 401,26,2,B+,A,A,B+
BSAg,AGR 401,26,0,B+,A,A,A
BSAg,AGR 401,26,1,B+,A,A,A
BSAg,AGR 401,26,1,A,A,B+,B-
BSAg,AGR 401,26,2,B,A,B+,B
BSAg,AGR 401,26,1,A,A,A,A
BSAg,AGR 401,26,3,B-,B-,B+,B
BSAg,AGR 401,26,0,A,A,A,A
BSAg,AGR 401,26,7,B+,A,A,A
BSAg,AGR 401,26,0,A,A,A,A
BSAg,AGR 401,26,1,A,A,A,A
BSAg,AGR 401,26,0,A,A,A,A
BSAg,AGR 401,26,4,B,A,B+,A
BSAg,AGR 401,26,0,B,B+,B+,A
BSAg,AGR 401,26,0,A,B+,A,A
BSAg,AGR 401,26,0,B-,B+,A,A
BSAG,AGR 401,26,1,A,B+,A,A
BSAg,AGR 401,26,1,B-,A,B+,B+
BSAg,AGR 401,26,2,B+,A,A,A
BSAg,AGR 401,26,1,B,B+,B+,B-
BSAG,AGR 401,26,3,B+,B+,B+,B+
BSAg,AGR 401,26,0,A,A,A,B+
BSAg,AGR 401,26,3,A,A,A,B+
BSAg,AGR 401,26,0,B+,A,A,B+
BSAg,AGR 401,26,2,C-,B,B-,B-
BSAg,AGR 401,26,1,B,B+,B,B-
BSAg,AGR 401,26,7,C,B-,B-,B
BSAg,AGR 401,26,1,B+,B+,B+,B+
BSAg,AGR 401,26,1,B,A,B+,B
BSAg,AGR 401,26,0,B+,B+,B+,B-
BSAg,AGR 401,26,3,B,A,A,A
BSAg,AGR 401,26,3,B-,B+,B,A
BSAg,AGR 401,26,3,B,B+,B,B
